Município,Empreend,Tipo Atualiz,Exec,Proj,Lote,Status Lote,Ação,Realiz,Inic Empreend,Fim Empreend,Data do Projeto,Data Medição,% Exec,Sit Empreend,Valor Empreend,Valor Tesouro,Valor Contrap,Empreendimento,Progr,Programa,Cód.Componente,Componente,Cód Bem,Remessa,Ind Aceita,Cód. Escr. Reg,Executor,Escritório Regional,Cód Assoc,Nº Convênio,Associação
São Pedro do Paraná,100487,A,315,15,1,Concluído,,1093,12/11/2013,12/12/2013,8/15/2013,12/12/2013,100,1,"109,800.00","105,000.00","4,800.00","Aquisição de trator agrícola, motor com potência efetiva de 95 CV-4x4, com 4 cilindros, 4400 cilindradas, à diesel, transmissão sincronizada, marchas 12x4  sistema hidráulico com capacidade de levante 3000/3500 kg, com vazão de bomba 40 L/m e controle mec",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,São Pedro do Paraná,Escritório Regional de Maringá,13,1923/2013-0036,Associação dos Municípios do Noroeste do Paraná
São Pedro do Paraná,100488,A,315,19,1,Concluído,,1092,6/17/2014,6/18/2014,12/9/2013,6/18/2014,100,1,"224,800.00","180,000.00","44,800.00","Lote 1- Aquisição de 01 ambulância apoio à saúde, motor mínima potência efetiva líquida 120 CVLote 2- Aquisição de 01 Van para passageiros apoio à saúde, motor mínima potência efetiva líquida 127 CV.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,4,São Pedro do Paraná,Escritório Regional de Maringá,13,1923/2013-0589,Associação dos Municípios do Noroeste do Paraná
São Pedro do Paraná,100488,A,315,19,2,Concluído,,1092,6/17/2014,6/18/2014,12/9/2013,6/18/2014,100,1,"224,800.00","180,000.00","44,800.00","Lote 1- Aquisição de 01 ambulância apoio à saúde, motor mínima potência efetiva líquida 120 CVLote 2- Aquisição de 01 Van para passageiros apoio à saúde, motor mínima potência efetiva líquida 127 CV.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,4,São Pedro do Paraná,Escritório Regional de Maringá,13,1923/2013-0589,Associação dos Municípios do Noroeste do Paraná
São Pedro do Paraná,100649,A,315,16,1,Concluído,,1093,12/11/2013,12/12/2013,8/23/2013,12/12/2013,100,1,"18,300.00","15,000.00","3,300.00","Aquisição de 01 colhedeira de forragem com bica hidráulica, motor com mínima potência de 80 a 120 CV.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,São Pedro do Paraná,Escritório Regional de Maringá,13,1923/2013-0037,Associação dos Municípios do Noroeste do Paraná
São Sebastião da Amoreira,100105,A,316,16,1,Concluído,,234,10/10/2012,11/12/2012,5/8/2012,11/12/2012,100,1,"149,052.54","129,178.87","19,873.67","RECAPE - CBUQ.Rua Belo Horizonte, trecho de 10m a partir da R. Mato Grosso, entre a R. Mato Grosso e a R. Goiás.Rua Rio de Janeiro, entre a R. Mato Grosso e a R. Curitiba.Rua São Paulo, entre a Av. Belmiro Lourenço de Gouveia e a R. Curitiba.Rua Mato Gros",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,São Sebastião da Amoreira,Escritório Regional de Londrina,11,1723/2012-0040,Associação dos Municípios do Norte do Paraná
São Sebastião da Amoreira,100650,A,316,17,1,Em Execução,,257,4/17/2015,3/4/2017,4/14/2014,7/18/2016,54.96,2,"323,236.62","177,644.88",0,"Escola Municipal / Reforma.Contém os seguintes ambientes arquitetônicos: Cozinha, Instalação Sanitária(4), Pátio/Praça Interno e Refeitório.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.01,ESCOLA MUNICIPAL,,10051,1,3,São Sebastião da Amoreira,Escritório Regional de Londrina,11,1923/2013-0403,Associação dos Municípios do Norte do Paraná
Sapopema,100086,A,318,9,1,Medição Encerrada,,234,7/4/2012,12/11/2012,3/30/2012,12/11/2012,100,1,"222,839.49","205,012.33","17,827.16","RECAPE - CBUQ.Av. Manoel Ribas, parte da Avenida, sendo inicio e fim na mesma Avenida.Rua Getúlio Vargas, inicio na Av. Domingues Guerreiro fim na Av. Manoel Ribas.1-) Rua Tomaz de Farias inicio na Av. Manoel Ribas fim na Rua Santana - 2-) Rua Manoel Anto",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Sapopema,Escritório Regional de Londrina,11,1723/2012-0041,Associação dos Municípios do Norte do Paraná
Sapopema,100651,A,318,12,1,Em Execução,,233,7/3/2014,3/4/2017,5/20/2014,6/9/2016,32.13,2,"198,420.16","38,357.95","25,386.58","Capela Mortuária.Contém os seguintes ambientes arquitetônicos: Copa(2), Instalação Sanitária(2) e Sala(2).",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.06.09,CAPELA * MORTUÁRIA,,10051,1,3,Sapopema,Escritório Regional de Londrina,11,1923/2013-0558,Associação dos Municípios do Norte do Paraná
Saudade do Iguaçu,100598,A,377,22,1,Concluído,,1093,6/27/2014,6/28/2014,4/8/2014,6/28/2014,100,1,"285,000.00","250,000.00","35,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - (UM) ROLO COMPACTADOR VIBRATÓRIO AUTOPROPELIDO com potência mínima efetiva de 129 HP, Peso Operacional Homologado mínimo de 10.550 KG e demais características técnicas constantes no MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Saudade do Iguaçu,Escritório Regional de Cascavel,8,2023/2013-0695,Associação dos Municípios do Sudoeste do Paraná
Serranópolis do Iguaçu,100071,A,398,26,1,Concluído,,234,6/26/2012,9/5/2012,5/3/2012,9/5/2012,100,1,"193,810.36","178,305.53","15,504.83",RECAPE - CBUQ.Rua Marechal Castelo Branco (entre Rua Projetada 01 e Rua Sete de Setembro e entre Rua Salgado Filho e Travessa Iguaçu).,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Serranópolis do Iguaçu,Escritório Regional de Cascavel,7,1723/2012-0042,Associação dos Municípios do Oeste do Paraná
Serranópolis do Iguaçu,100143,A,398,31,1,Concluído,,1097,7/1/2014,12/9/2014,12/18/2013,12/9/2014,100,1,"299,998.52","299,998.52",0,Urbanização / Calçadas.Avenida Santos Dummont (trecho entre Rua Helio Langaro e Rua Sete de Setembro).Rua Marechal Castelo Branco (trecho entre Rua Sete de Setembro e Rua Getulio Vargas).Rua Sete de Setembro (trecho entre Avenida Santos Dummont e Rua Mare,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,5,Serranópolis do Iguaçu,Escritório Regional de Cascavel,7,2123/2013-0434,Associação dos Municípios do Oeste do Paraná
Serranópolis do Iguaçu,100611,A,398,30,1,Concluído,,1090,10/30/2013,10/31/2013,8/19/2013,10/31/2013,100,1,"360,000.00","300,000.00","60,000.00","Aquisição de terreno, parte do lote nº 297, para implantação de projeto habitacional, localizado na zona de expansão urbana do Município, com área de 47.180,00 m2.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.10.16,TERRENO PARA CONJUNTO HABITACIONAL,,10051,1,5,Serranópolis do Iguaçu,Escritório Regional de Cascavel,7,1923/2013-0106,Associação dos Municípios do Oeste do Paraná
Serranópolis do Iguaçu,100612,A,398,33,1,Concluído,,1239,7/30/2015,7/31/2015,7/15/2014,7/31/2015,100,1,"132,000.00","97,777.78","34,222.22","Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 01 (UM) VEÍCULO TIPO VAN capacidade de transporte passageiros 16 (15+1), mínima potência efetiva líquida 130 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Serranópolis do Iguaçu,Escritório Regional de Cascavel,7,2023/2014-0109,Associação dos Municípios do Oeste do Paraná
Sertaneja,100429,A,321,16,1,Concluído,,234,12/4/2012,3/14/2013,8/2/2012,3/14/2013,100,1,"213,681.05","178,715.06","34,965.99",RECAPE - TST.Av. Monsenhor Celso - Inicio Rua Marechal Deodoro até Rua Vicente Machado.Av. 19 de Dezembro - Inicio Av. Barão do Cerro Azul final Rua Machado de Assis.Av. 19 de Dezembro - Inicio Rua Carlos Gomes final Av. Rui Barbosa.Rua 15 de Novembro  In,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Sertaneja,Escritório Regional de Londrina,11,1723/2012-0073,Associação dos Municípios do Norte do Paraná
Sertanópolis,100089,A,322,18,1,Em Execução,,242,10/18/2012,3/4/2017,5/31/2012,11/26/2014,75.11,2,"285,108.80","106,289.73","107,859.55",Terminal Rodoviário Intermunicipal - TRI.,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.06.02,TERMINAL RODOVIÁRIO INTERMUNICIPAL,,10051,1,3,Sertanópolis,Escritório Regional de Londrina,3,1723/2012-0002,Associação dos Municípios do Médio Paranapanema
Siqueira Campos,100430,A,323,14,1,Concluído,,1091,7/13/2015,7/14/2015,5/30/2014,7/14/2015,100,1,"562,000.00","497,345.13","64,654.87","Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 02 (DOIS) VEÍCULOS tipo MICRO ÔNIBUS capacidade de transporte 33 (31 + 1 Motorista + 1 Auxiliar) , mínima potência efetiva líquida 165 CV e demais características técnicas constante do MOD",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.04.15,VEÍCULO PARA A SAÚDE 20,,10051,1,3,Siqueira Campos,Escritório Regional de Londrina,12,2023/2014-0029,Associação dos Municípios do Norte Pioneiro
Sulina,100144,A,324,26,1,Concluído,,1097,7/3/2014,6/14/2016,3/18/2014,6/14/2016,100,1,"299,809.03","299,809.03",0,Urbanização / Calçadas.Rua da Paz ( entre o Lote nº 277 até a esq. com a Rua Antonio Dionísio Reichert).Rua Antonio Dionísio Reichart (entre a Rua D. Pedro II e a Rua Da Paz).Rua Tupinambá (entre a Rua Comendador Araújo e a Rua Regenildo Rossi).Rua Bertol,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,5,Sulina,Escritório Regional de Cascavel,8,2123/2013-0435,Associação dos Municípios do Sudoeste do Paraná
Sulina,100547,A,324,23,1,Em Execução,,223,6/30/2014,3/4/2017,1/27/2014,4/28/2015,57.5,2,"149,970.00","86,230.00",0,Pavimentação - Pedra Irregular e Lajota Sextavada.Rua das Américas: entre rua União da Vitória e Rua Geraldo Meireles.Rua Getúlio Vargas:: entre rua União da Vitória e Rua Geraldo Meireles.Rua Tiradentes: entre rua União da Vitória e Rua Geraldo Meireles.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Sulina,Escritório Regional de Cascavel,8,1923/2013-0107,Associação dos Municípios do Sudoeste do Paraná
Tamarana,100433,A,399,11,1,Concluído,,1093,11/18/2013,11/19/2013,8/20/2013,11/19/2013,100,1,"273,600.00","273,600.00",0,Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) ROLO COMPACTADOR VIBRATÓRIO com mínima potência efetiva líquida de 125 HP e demais especificações técnicas constantes no MODELO 07.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Tamarana,Escritório Regional de Londrina,3,1923/2013-0038,Associação dos Municípios do Médio Paranapanema
Tamarana,100434,A,399,12,1,Concluído,,1091,12/19/2013,12/20/2013,8/20/2013,12/20/2013,100,1,"119,000.00","70,000.00","49,000.00",Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) VEÍCULO TIPO VAN com mínima potência efetiva líquida de 115 CV e demais especificações técnicas constantes do MODELO 07.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,3,Tamarana,Escritório Regional de Londrina,3,1923/2013-0039,Associação dos Municípios do Médio Paranapanema
Tamboara,100489,A,325,22,1,Concluído,,234,6/5/2014,8/22/2014,9/19/2013,8/22/2014,100,1,"299,850.90","299,850.90",0,RECAPE - CBUQ.AVENIDA PARANÁ (Trecho 1) - entre Rua General Cândido Rondon e Avenida Cândido de Abreu.AVENIDA PARANÁ (Trecho 2) - entre Rua Said Ramos Junior e Rua  Manoel Ribas.AVENIDA PARANÁ (Trecho 3) - entre Rua Manoel Ribas e Rua José Bonifácio.AVENI,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Tamboara,Escritório Regional de Maringá,13,1923/2013-0272,Associação dos Municípios do Noroeste do Paraná
Tapira,100145,A,327,19,1,Medição Encerrada,,1097,7/3/2014,12/3/2015,5/8/2014,12/3/2015,100,1,"280,050.59","280,050.59",0,Urbanização / Calçadas.Av. Rio Grande do Sul entre Rua Rio Negro e Rua Imbituva.,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Tapira,Escritório Regional de Maringá,4,2123/2013-0436,Associação dos Municípios da Região de Entre Rios
Tapira,100652,A,327,18,1,Concluído,,1093,3/25/2014,3/26/2014,8/26/2013,3/26/2014,100,1,"75,000.00","75,000.00",0,Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) TRITURADOR DE GALHOS com mínima potência efetiva líquida de 60 CV e demais características técnicas constantes no MODELO 07.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Tapira,Escritório Regional de Maringá,4,1923/2013-0040,Associação dos Municípios da Região de Entre Rios
Teixeira Soares,100389,A,328,12,1,Medição Encerrada,,234,4/15/2014,9/2/2014,10/8/2013,9/2/2014,100,1,"352,746.76","346,370.89","6,375.87","RECAPE - CBUQ.Rua Joaquim Neves, entre a rua XV de Novembro e a rua Horácio Nunes.Travessa Sete de Setembro, entre a rua Domingos Molinari e a rua Horácio Nunes.Rua Marechal Floriano Peixoto, entre a rua XV de Novembro e a rua Horácio Nunes.Rua Souza Nave",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,2,Teixeira Soares,Escritório Regional de Ponta Grossa,1,1923/2013-0273,Associação dos Municípios do Centro Sul do Paraná
Teixeira Soares,100390,A,328,14,2,Concluído,,1092,10/17/2014,11/11/2014,3/26/2014,11/11/2014,100,1,"251,800.00","251,800.00",0,Aquisição de Veículos para Transporte de passageiros sendo: Lote 01 - 01 (UMA) VEÍCULO PARA TRANSPORTE DE PASSAGEIROS TIPO VAN capacidade mínima de transporte passageiros 7 (6+1) - mínima potência efetiva líquida 85 CV e demais características técnicas co,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,2,Teixeira Soares,Escritório Regional de Ponta Grossa,1,2023/2013-0705,Associação dos Municípios do Centro Sul do Paraná
Teixeira Soares,100390,A,328,14,3,Concluído,,1092,10/17/2014,11/11/2014,3/26/2014,11/11/2014,100,1,"251,800.00","251,800.00",0,Aquisição de Veículos para Transporte de passageiros sendo: Lote 01 - 01 (UMA) VEÍCULO PARA TRANSPORTE DE PASSAGEIROS TIPO VAN capacidade mínima de transporte passageiros 7 (6+1) - mínima potência efetiva líquida 85 CV e demais características técnicas co,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,2,Teixeira Soares,Escritório Regional de Ponta Grossa,1,2023/2013-0705,Associação dos Municípios do Centro Sul do Paraná
Terra Boa,100490,A,330,28,1,Concluído,,1093,5/8/2014,5/9/2014,11/13/2013,5/9/2014,100,1,"388,900.00","388,900.00",0,"Lote 1 _ aquisição de 01 caminhão 6x2 trucado com caçamba basculante 10 m3, motor mínima potência 230 CV e demais especificações conforme MODELO 07Lote 2 _ aquisição de 01 caminhão 4x2 trucado com caçamba basculante 6 m3, motor mínima potência de 189 CV e",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Terra Boa,Escritório Regional de Maringá,18,1923/2013-0528,Comunidade dos Municípios da Região de Campo Mourão
Terra Boa,100490,A,330,28,2,Concluído,,1093,5/8/2014,5/9/2014,11/13/2013,5/9/2014,100,1,"388,900.00","388,900.00",0,"Lote 1 _ aquisição de 01 caminhão 6x2 trucado com caçamba basculante 10 m3, motor mínima potência 230 CV e demais especificações conforme MODELO 07Lote 2 _ aquisição de 01 caminhão 4x2 trucado com caçamba basculante 6 m3, motor mínima potência de 189 CV e",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Terra Boa,Escritório Regional de Maringá,18,1923/2013-0528,Comunidade dos Municípios da Região de Campo Mourão
Terra Roxa,100548,A,332,50,1,Em Execução,,234,6/18/2014,12/31/2016,8/20/2013,6/6/2016,36.26,2,"402,115.64","145,047.13",767.16,RECAPE - CBUQ.Rua Veriano Santos Dias entre Rua Sergipe e Rua Francisco Badaró.Rua Sergipe entre Rua Francisco de Oliveira e Rua Veriano Santos Dias.Rua Catarina Rui Testa entre Rua José Valadão e Rua Veriano Santos Dias.Rua José Valadão entre Rua Catarin,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Terra Roxa,Escritório Regional de Cascavel,7,1923/2013-0299,Associação dos Municípios do Oeste do Paraná
Terra Roxa,100549,A,332,51,1,Medição Encerrada,,234,6/18/2014,10/15/2014,10/31/2013,10/15/2014,100,1,"298,065.24","298,065.24",0,RECAPE - CBUQ.Rua Goiás (entre Rua Raul Noronha da Silva e Rua 1).Estrada do Campo (entre Rua D e Rua 6).Rua 10 (entre Rua Goiás e Estrada do Campo).Rua 9 (entre Rua Goiás e Estrada do Campo).Rua 8 (entre Rua Goiás e Estrada do Campo).Rua 7 (entre Rua Goi,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Terra Roxa,Escritório Regional de Cascavel,7,2023/2013-0696,Associação dos Municípios do Oeste do Paraná
Terra Roxa,100550,A,332,52,1,Concluído,,1092,6/9/2015,6/10/2015,6/26/2014,6/10/2015,100,1,"101,000.00","84,873.95","16,126.05","Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 01 (UM) VEÍCULO TIPO VAN capacidade de transporte passageiros 16 (15+1), mínima potência efetiva líquida 115 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.04.15,VEÍCULO PARA A SAÚDE 20,,10051,1,5,Terra Roxa,Escritório Regional de Cascavel,7,2023/2014-0116,Associação dos Municípios do Oeste do Paraná
Tibagi,100391,A,333,58,1,Concluído,,1093,6/26/2014,8/20/2014,3/28/2014,8/20/2014,100,1,"425,700.00","425,700.00",0,Aquisição de Veículo para Transporte de Passageiros sendo: Lote 01 - 01 (UMA)  VEÍCULO  TIPO VAN capacidade mínima de transporte passageiros 16 (15+1) - mínima potência efetiva líquida 115 CV e demais características técnicas constante do MODELO 07.Aquisi,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,2,Tibagi,Escritório Regional de Ponta Grossa,2,2023/2013-0706,Associação dos Municípios da Região dos Campos Gerais
Tibagi,100391,A,333,58,2,Concluído,,1093,6/26/2014,8/20/2014,3/28/2014,8/20/2014,100,1,"425,700.00","425,700.00",0,Aquisição de Veículo para Transporte de Passageiros sendo: Lote 01 - 01 (UMA)  VEÍCULO  TIPO VAN capacidade mínima de transporte passageiros 16 (15+1) - mínima potência efetiva líquida 115 CV e demais características técnicas constante do MODELO 07.Aquisi,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,2,Tibagi,Escritório Regional de Ponta Grossa,2,2023/2013-0706,Associação dos Municípios da Região dos Campos Gerais
Tibagi,100391,A,333,58,3,Concluído,,1093,6/26/2014,8/20/2014,3/28/2014,8/20/2014,100,1,"425,700.00","425,700.00",0,Aquisição de Veículo para Transporte de Passageiros sendo: Lote 01 - 01 (UMA)  VEÍCULO  TIPO VAN capacidade mínima de transporte passageiros 16 (15+1) - mínima potência efetiva líquida 115 CV e demais características técnicas constante do MODELO 07.Aquisi,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,2,Tibagi,Escritório Regional de Ponta Grossa,2,2023/2013-0706,Associação dos Municípios da Região dos Campos Gerais
Tijucas do Sul,100367,A,334,11,1,Concluído,,1093,11/18/2013,11/19/2013,8/23/2013,11/19/2013,100,1,"248,000.00","248,000.00",0,Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) ROLO COMPACTADOR VIBRATÓRIO com mínima potência efetiva líquida de 125 HP e demais características técnicas constantes no MODELO 07.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,1,Tijucas do Sul,Escritório Regional de Curitiba,16,1923/2013-0041,Associação dos Municípios da Região Metropolitana de Curitiba
Tijucas do Sul,100368,A,334,9,1,Concluído,,223,5/15/2013,3/4/2017,4/19/2012,9/3/2014,79.52,2,"270,626.14","128,799.39","86,407.05",Pavimentação - Pedra Regular e Bloket.Rua Brasília (Entre a Rua XV de Novembro e a Rua Presidente Médice).Rua Juvelina Maoski (Entre a Rua XV de Novembro e a Rua Presidente Médice).Rua Presidente Médice (Entre a Rua XV de Novembro e a Rua Brasília).Rua Pr,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,1,Tijucas do Sul,Escritório Regional de Curitiba,16,1723/2012-0043,Associação dos Municípios da Região Metropolitana de Curitiba
Toledo,100088,A,335,79,1,Medição Encerrada,,223,6/28/2012,10/23/2012,4/23/2012,10/23/2012,100,1,"1,057,039.48","880,866.24","176,173.24","RECAPE - CBUQ e Pavimentação -  CBUQ.Avenida Maripá (entre Av Cirne Lima e Rua Redentor).Rua Sebastião Joel Fogaça (entre Rua Avelino Dalla Costa e Rua Vergilio Comerlatto).Rua Dr Jorge Nisiide (entre Rua Sant'ana + 108,96m e Rua Treze de Abril).Rua Sant'",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Toledo,Escritório Regional de Cascavel,7,1723/2012-0044,Associação dos Municípios do Oeste do Paraná
